Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2299718,"Condensation of Prophase Chromosomes",2,45,0.004100227790432802,0.7871555003922468,0.7871555003922468,5,10,9.408222786715589E-4,9606,Homo sapiens,"P53350;P06493","P53350;P06493","R-HSA-2245218;R-HSA-2294580;R-HSA-2294600;R-HSA-2294590;R-HSA-2294574"
R-HSA-427389,"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression",2,45,0.004100227790432802,0.7871555003922468,0.7871555003922468,2,4,3.7632891146862355E-4,9606,Homo sapiens,"Q92769;Q13547","Q92769;Q13547","R-HSA-427404;R-HSA-427336"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",2,45,0.004100227790432802,0.7871555003922468,0.7871555003922468,3,29,0.002728384608147521,9606,Homo sapiens,"P05412;P24385","P05412;P24385","R-HSA-4395227;R-HSA-1912401;R-HSA-1912416"
R-HSA-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",5,102,0.00929384965831435,0.7874521116731219,0.7874521116731219,2,11,0.0010349045065387147,9606,Homo sapiens,"Q9H4B7;P68366;Q13509;Q71U36;P52732","Q9H4B7;P68366;Q13509;Q71U36;P52732","R-HSA-6811426;R-HSA-6811423"
R-HSA-156588,"Glucuronidation",1,24,0.0021867881548974944,0.7882037415246677,0.7882037415246677,4,9,8.46740050804403E-4,9606,Homo sapiens,"P22310","P22310","R-HSA-174931;R-HSA-174916;R-HSA-159194;R-HSA-159179"
R-HSA-379716,"Cytosolic tRNA aminoacylation",1,24,0.0021867881548974944,0.7882037415246677,0.7882037415246677,9,21,0.0019757267852102737,9606,Homo sapiens,"Q15046","Q15046","R-HSA-379861;R-HSA-379893;R-HSA-379974;R-HSA-379982;R-HSA-379993;R-HSA-379865;R-HSA-380008;R-HSA-379867;R-HSA-379994"
R-HSA-166786,"Creation of C4 and C2 activators",5,103,0.009384965831435079,0.794352603162722,0.794352603162722,2,8,7.526578229372471E-4,9606,Homo sapiens,"P00736;P02747;P02746;P02745;P09871","P00736;P02747;P02746;P02745;P09871","R-HSA-173626;R-HSA-173631"
R-HSA-1474228,"Degradation of the extracellular matrix",7,140,0.01275626423690205,0.7989672165595191,0.7989672165595191,50,105,0.009878633926051369,9606,Homo sapiens,"P07858;P23946;P08311;P08253;P17538;P08254;P08246","P07858;P23946;P08311;P08253;P17538;P08254;P08246","R-HSA-8940554;R-HSA-1602458;R-HSA-4086205;R-HSA-1474197;R-HSA-1564179;R-HSA-3791295;R-HSA-1604368;R-HSA-1604752;R-HSA-1564184;R-HSA-1604360;R-HSA-1566981;R-HSA-1564164;R-HSA-3791149;R-HSA-1566979;R-HSA-1604359;R-HSA-2514823;R-HSA-2482180;R-HSA-1454781;R-HSA-1592371;R-HSA-1592362;R-HSA-1454757;R-HSA-2484882;R-HSA-2485148;R-HSA-1564112;R-HSA-1604690;R-HSA-1592278;R-HSA-2534248;R-HSA-1564120;R-HSA-1454791;R-HSA-1592270;R-HSA-1592398;R-HSA-8943959;R-HSA-2471621;R-HSA-1592314;R-HSA-1604731;R-HSA-1592316;R-HSA-1566962;R-HSA-1604350;R-HSA-1604722;R-HSA-1592436;R-HSA-3785684;R-HSA-1454843;R-HSA-1454822;R-HSA-1604712;R-HSA-1592297;R-HSA-2514772;R-HSA-2533970;R-HSA-1564143;R-HSA-1564142;R-HSA-2168923"
R-HSA-179409,"APC-Cdc20 mediated degradation of Nek2A",1,25,0.002277904328018223,0.8014821807566812,0.8014821807566812,3,3,2.822466836014677E-4,9606,Homo sapiens,"P51955","P51955","R-HSA-179410;R-HSA-179417;R-HSA-179421"
R-HSA-2132295,"MHC class II antigen presentation",7,141,0.01284738041002278,0.8047132462673375,0.8047132462673375,4,26,0.002446137924546053,9606,Homo sapiens,"P10619;Q9H4B7;P07858;P68366;Q13509;Q71U36;P52732","P10619;Q9H4B7;P07858;P68366;Q13509;Q71U36;P52732","R-HSA-2213248;R-HSA-2130706;R-HSA-2130504;R-HSA-2130349"
R-HSA-167246,"Tat-mediated elongation of the HIV-1 transcript",2,47,0.00428246013667426,0.8068396354947311,0.8068396354947311,8,8,7.526578229372471E-4,9606,Homo sapiens,"P50750;P50613","P50750;P50613","R-HSA-167234;R-HSA-170706;R-HSA-170704;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167181;R-HSA-167197"
R-HSA-167200,"Formation of HIV-1 elongation complex containing HIV-1 Tat",2,47,0.00428246013667426,0.8068396354947311,0.8068396354947311,5,5,4.7041113933577947E-4,9606,Homo sapiens,"P50750;P50613","P50750;P50613","R-HSA-167234;R-HSA-170706;R-HSA-170704;R-HSA-167191;R-HSA-167196"
R-HSA-167169,"HIV Transcription Elongation",2,47,0.00428246013667426,0.8068396354947311,0.8068396354947311,9,15,0.0014112334180073384,9606,Homo sapiens,"P50750;P50613","P50750;P50613","R-HSA-167234;R-HSA-170706;R-HSA-170704;R-HSA-167072;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167181;R-HSA-167197"
R-HSA-5668914,"Diseases of metabolism",5,105,0.009567198177676537,0.8076259881377147,0.8076259881377147,7,95,0.00893781164737981,9606,Homo sapiens,"P05093;P11511;P19099;P15538;P22310","P05093;P11511;P19099;P15538;P22310","R-HSA-5580292;R-HSA-5600598;R-HSA-5601843;R-HSA-6785245;R-HSA-6785244;R-HSA-5601849;R-HSA-5604954"
R-HSA-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",6,124,0.011298405466970387,0.8112890564331281,0.8112890564331281,4,14,0.0013171511901401826,9606,Homo sapiens,"P09603;P00734;P02768;P08311;P08253;P05231","P09603;P00734;P02768;P08311;P08253;P05231","R-HSA-381446;R-HSA-381500;R-HSA-8952289;R-HSA-381435"
R-HSA-5693554,"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",1,26,0.0023690205011389523,0.8139292364806535,0.8139292364806535,1,1,9.408222786715589E-5,9606,Homo sapiens,"Q06609","Q06609","R-HSA-5693589"
R-HSA-77387,"Insulin receptor recycling",1,26,0.0023690205011389523,0.8139292364806535,0.8139292364806535,3,6,5.644933672029354E-4,9606,Homo sapiens,"P06213","P06213","R-HSA-74726;R-HSA-74733;R-HSA-74734"
R-HSA-5619102,"SLC transporter disorders",3,68,0.0061958997722095675,0.8148977680198738,0.8148977680198738,3,65,0.006115344811365133,9606,Homo sapiens,"P02768;Q9Y6L6;Q9NPD5","P02768;Q9Y6L6;Q9NPD5","R-HSA-5661184;R-HSA-5661198;R-HSA-5661195"
R-HSA-167152,"Formation of HIV elongation complex in the absence of HIV Tat",2,48,0.004373576309794989,0.8160612033181307,0.8160612033181307,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P50750;P50613","P50750;P50613","R-HSA-167077;R-HSA-167084"
R-HSA-1461973,"Defensins",2,48,0.004373576309794989,0.8160612033181307,0.8160612033181307,2,19,0.001787562329475962,9606,Homo sapiens,"P41597;P01730","P41597;P01730","R-HSA-1471314;R-HSA-1973968"
R-HSA-913531,"Interferon Signaling",15,284,0.025876993166287016,0.817199175497276,0.817199175497276,29,51,0.004798193621224951,9606,Homo sapiens,"Q13555;Q13554;P29597;P27361;Q13557;P48551;P12314;P28062;Q9UQM7;P19525;O60674;Q05655;P61088;P23458;P17181","Q13555;Q13554;P29597;P27361;Q13557;P12314;P28062;Q9UQM7;P19525;O60674;Q05655;P61088;P48551-2;P23458;P17181","R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-873921;R-HSA-997314;R-HSA-873922;R-HSA-909724;R-HSA-909726;R-HSA-909720;R-HSA-909722;R-HSA-877269;R-HSA-1015702;R-HSA-909719;R-HSA-909718;R-HSA-1678841;R-HSA-912685;R-HSA-912680;R-HSA-909732;R-HSA-1031716;R-HSA-1169402;R-HSA-909729;R-HSA-909730;R-HSA-1169406;R-HSA-997311;R-HSA-877308;R-HSA-873919;R-HSA-997309;R-HSA-873918;R-HSA-909552"
R-HSA-77075,"RNA Pol II CTD phosphorylation and interaction with CE",1,27,0.002460136674259681,0.8255968939954833,0.8255968939954833,5,5,4.7041113933577947E-4,9606,Homo sapiens,"P50613","P50613","R-HSA-77073;R-HSA-113430;R-HSA-77069;R-HSA-77068;R-HSA-77071"
R-HSA-167160,"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",1,27,0.002460136674259681,0.8255968939954833,0.8255968939954833,5,5,4.7041113933577947E-4,9606,Homo sapiens,"P50613","P50613","R-HSA-167153;R-HSA-167111;R-HSA-167098;R-HSA-167128;R-HSA-167133"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",24,440,0.04009111617312073,0.8265099435996618,0.8265099435996618,12,47,0.004421864709756327,9606,Homo sapiens,"O15111;P28066;P28065;P12314;P28062;P28074;Q99460;P28072;P28070;Q06187;Q99436;O14818;P20618;P61088;P25789;P25788;P49721;P40306;P49720;O14920;P60900;Q13200;P25787;P25786","O15111;P28066;P28065;P12314;P28062;P28074;Q99460;P28072;P28070;Q06187;Q99436;O14818;P20618;P61088;P25789;P25788;P49721;P40306;P49720;O14920;P60900;Q13200;P25787;P25786","R-HSA-8863895;R-HSA-983150;R-HSA-1236935;R-HSA-1236970;R-HSA-1236939;R-HSA-1236955;R-HSA-983157;R-HSA-983140;R-HSA-983156;R-HSA-1236940;R-HSA-1236941;R-HSA-983152"
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",3,70,0.006378132118451025,0.8297874714539613,0.8297874714539613,2,83,0.007808824912973939,9606,Homo sapiens,"P17612;P02768;P22694","P17612;P02768;P22694","R-HSA-5682101;R-HSA-264679"
R-HSA-73886,"Chromosome Maintenance",4,90,0.008200455580865604,0.8325542249061082,0.8325542249061082,11,27,0.002540220152413209,9606,Homo sapiens,"P18858;Q14181;P09884;O14746","P18858;Q14181;P09884;O14746","R-HSA-163090;R-HSA-163120;R-HSA-174452;R-HSA-163099;R-HSA-174427;R-HSA-164616;R-HSA-163096;R-HSA-174456;R-HSA-164617;R-HSA-174425;R-HSA-164620"
R-HSA-418346,"Platelet homeostasis",4,90,0.008200455580865604,0.8325542249061082,0.8325542249061082,7,30,0.002822466836014677,9606,Homo sapiens,"Q13237;Q16539;P09769;Q13976","Q13237;Q16539;P09769;Q13976-1","R-HSA-432148;R-HSA-418549;R-HSA-418451;R-HSA-428961;R-HSA-432129;R-HSA-8948034;R-HSA-418442"
R-HSA-8876198,"RAB GEFs exchange GTP for GDP on RABs",4,90,0.008200455580865604,0.8325542249061082,0.8325542249061082,2,21,0.0019757267852102737,9606,Homo sapiens,"Q9Y243;P31749;P31751;O75385","Q9Y243;P31749;P31751;O75385","R-HSA-8876446;R-HSA-8933446"
R-HSA-5576893,"Phase 2 - plateau phase",1,28,0.00255125284738041,0.83653389233794,0.83653389233794,1,2,1.8816445573431178E-4,9606,Homo sapiens,"P15382","P15382","R-HSA-5577050"
R-HSA-70268,"Pyruvate metabolism",1,28,0.00255125284738041,0.83653389233794,0.83653389233794,1,11,0.0010349045065387147,9606,Homo sapiens,"P19793","P19793","R-HSA-203946"
R-HSA-166663,"Initial triggering of complement",5,111,0.01011389521640091,0.8433858686440212,0.8433858686440212,4,21,0.0019757267852102737,9606,Homo sapiens,"P00736;P02747;P02746;P02745;P09871","P00736;P02747;P02746;P02745;P09871","R-HSA-166753;R-HSA-173626;R-HSA-166792;R-HSA-173631"
R-HSA-72086,"mRNA Capping",1,29,0.002642369020501139,0.8467859267288768,0.8467859267288768,9,11,0.0010349045065387147,9606,Homo sapiens,"P50613","P50613","R-HSA-77073;R-HSA-77090;R-HSA-77077;R-HSA-77078;R-HSA-77081;R-HSA-77083;R-HSA-77085;R-HSA-77069;R-HSA-77068"
R-HSA-5601884,"PIWI-interacting RNA (piRNA) biogenesis",1,29,0.002642369020501139,0.8467859267288768,0.8467859267288768,1,15,0.0014112334180073384,9606,Homo sapiens,"P07900","P07900","R-HSA-5601883"
R-HSA-5693571,"Nonhomologous End-Joining (NHEJ)",2,52,0.0047380410022779046,0.849122616280517,0.849122616280517,13,13,0.0012230689622730266,9606,Homo sapiens,"P61088;P78527","P61088;P78527","R-HSA-5686900;R-HSA-5686704;R-HSA-5693599;R-HSA-5693533;R-HSA-5686685;R-HSA-5693574;R-HSA-5693575;R-HSA-5693604;R-HSA-5687360;R-HSA-5693615;R-HSA-5687183;R-HSA-5686924;R-HSA-5693578"
R-HSA-3247509,"Chromatin modifying enzymes",12,241,0.021958997722095672,0.8530107204842698,0.8530107204842698,15,84,0.007902907140841095,9606,Homo sapiens,"Q15788;P24385;Q92769;Q9UM07;O60674;Q969S8;P19838;Q13547;Q9BY41;P11802;O15379;O75376","Q15788;P24385;Q92769;Q9UM07;O60674;Q969S8;P19838;Q13547;Q9BY41;P11802;O15379;O75376","R-HSA-3247569;R-HSA-5216234;R-HSA-3782655;R-HSA-3215385;R-HSA-5205799;R-HSA-5205861;R-HSA-1183128;R-HSA-5661117;R-HSA-3215391;R-HSA-3777129;R-HSA-8865237;R-HSA-3215426;R-HSA-3782637;R-HSA-3769447;R-HSA-5579018"
R-HSA-4839726,"Chromatin organization",12,241,0.021958997722095672,0.8530107204842698,0.8530107204842698,15,84,0.007902907140841095,9606,Homo sapiens,"Q15788;P24385;Q92769;Q9UM07;O60674;Q969S8;P19838;Q13547;Q9BY41;P11802;O15379;O75376","Q15788;P24385;Q92769;Q9UM07;O60674;Q969S8;P19838;Q13547;Q9BY41;P11802;O15379;O75376","R-HSA-3247569;R-HSA-5216234;R-HSA-3782655;R-HSA-3215385;R-HSA-5205799;R-HSA-5205861;R-HSA-1183128;R-HSA-5661117;R-HSA-3215391;R-HSA-3777129;R-HSA-8865237;R-HSA-3215426;R-HSA-3782637;R-HSA-3769447;R-HSA-5579018"
R-HSA-6803157,"Antimicrobial peptides",4,94,0.00856492027334852,0.8562867282651667,0.8562867282651667,3,58,0.005456769216295042,9606,Homo sapiens,"P41597;P08311;P01730;P08246","P41597;P08311;P01730;P08246","R-HSA-1471314;R-HSA-6813659;R-HSA-1973968"
R-HSA-73772,"RNA Polymerase I Promoter Escape",1,30,0.002733485193621868,0.8563958384110931,0.8563958384110931,1,1,9.408222786715589E-5,9606,Homo sapiens,"P50613","P50613","R-HSA-73769"
R-HSA-420029,"Tight junction interactions",1,30,0.002733485193621868,0.8563958384110931,0.8563958384110931,1,3,2.822466836014677E-4,9606,Homo sapiens,"P41743","P41743","R-HSA-419981"
R-HSA-5683826,"Surfactant metabolism",1,30,0.002733485193621868,0.8563958384110931,0.8563958384110931,2,27,0.002540220152413209,9606,Homo sapiens,"P29275","P29275","R-HSA-5684862;R-HSA-418925"
R-HSA-2122948,"Activated NOTCH1 Transmits Signal to the Nucleus",1,30,0.002733485193621868,0.8563958384110931,0.8563958384110931,1,21,0.0019757267852102737,9606,Homo sapiens,"P80370","P80370","R-HSA-1980130"
R-HSA-445717,"Aquaporin-mediated transport",2,53,0.004829157175398633,0.8564974226802851,0.8564974226802851,2,24,0.0022579734688117415,9606,Homo sapiens,"P17612;P22694","P17612;P22694","R-HSA-111925;R-HSA-432232"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",6,133,0.012118451025056948,0.8587748247841227,0.8587748247841227,6,14,0.0013171511901401826,9606,Homo sapiens,"P05106;P15692;P17252;P68366;P02768;P19652","P05106;P15692;P17252;P68366;P02768;P19652","R-HSA-482772;R-HSA-481044;R-HSA-481007;R-HSA-114553;R-HSA-114683;R-HSA-114684"
R-HSA-5693567,"HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)",5,114,0.010387243735763097,0.8591061569796601,0.8591061569796601,24,42,0.003951453570420547,9606,Homo sapiens,"P00519;P61088;P24941;Q06609;O14757","P00519;P61088;P24941;Q06609;O14757","R-HSA-5684887;R-HSA-5693620;R-HSA-5684052;R-HSA-5693589;R-HSA-5684882;R-HSA-5686642;R-HSA-5686483;R-HSA-5693584;R-HSA-5684081;R-HSA-5693564;R-HSA-5685341;R-HSA-5685242;R-HSA-5686587;R-HSA-5693593;R-HSA-5693561;R-HSA-5684071;R-HSA-5686469;R-HSA-5693539;R-HSA-5684096;R-HSA-5686657;R-HSA-5685230;R-HSA-5685838;R-HSA-5686410;R-HSA-5686440"
R-HSA-375276,"Peptide ligand-binding receptors",9,189,0.017220956719817767,0.8604601953010939,0.8604601953010939,9,73,0.00686800263430238,9606,Homo sapiens,"P41597;P61073;P30989;P00734;P51679;P25106;P25090;P21462;Q99527","P41597;P61073;P30989;P00734;P51679;P25106;P25090;P21462;Q99527","R-HSA-373061;R-HSA-388900;R-HSA-389463;R-HSA-374214;R-HSA-373073;R-HSA-444527;R-HSA-8862733;R-HSA-374207;R-HSA-391913"
R-HSA-5250913,"Positive epigenetic regulation of rRNA expression",3,75,0.00683371298405467,0.8625801429530748,0.8625801429530748,3,7,6.585755950700913E-4,9606,Homo sapiens,"Q92769;Q13547;P49841","Q92769;Q13547;P49841","R-HSA-5250947;R-HSA-427404;R-HSA-427336"
R-HSA-73863,"RNA Polymerase I Transcription Termination",1,31,0.0028246013667425967,0.865403792663116,0.865403792663116,3,4,3.7632891146862355E-4,9606,Homo sapiens,"P50613","P50613","R-HSA-74993;R-HSA-74992;R-HSA-74994"
R-HSA-445095,"Interaction between L1 and Ankyrins",1,31,0.0028246013667425967,0.865403792663116,0.865403792663116,1,4,3.7632891146862355E-4,9606,Homo sapiens,"Q14524","Q14524","R-HSA-373739"
R-HSA-877300,"Interferon gamma signaling",8,172,0.015671981776765376,0.8658669480283872,0.8658669480283872,11,15,0.0014112334180073384,9606,Homo sapiens,"Q13555;Q13554;O60674;Q05655;Q13557;P12314;P23458;Q9UQM7","Q13555;Q13554;O60674;Q05655;Q13557;P12314;P23458;Q9UQM7","R-HSA-877308;R-HSA-873919;R-HSA-873918;R-HSA-877269;R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-1031716;R-HSA-873921;R-HSA-909552;R-HSA-873922"
R-HSA-202733,"Cell surface interactions at the vascular wall",12,245,0.02232346241457859,0.8670501020038681,0.8670501020038681,19,64,0.006021262583497977,9606,Homo sapiens,"P05106;P62993;P06239;P07947;Q12866;Q02763;P00734;P07948;P06241;P12931;P42338;P42336","P05106;P06239;P07947;Q12866;P62993-1;Q02763;P12931-1;P00734;P07948;P06241;P42338;P42336","R-HSA-210977;R-HSA-210881;R-HSA-210304;R-HSA-204871;R-HSA-204773;R-HSA-204779;R-HSA-204873;R-HSA-204813;R-HSA-210291;R-HSA-114577;R-HSA-204850;R-HSA-141040;R-HSA-202710;R-HSA-210872;R-HSA-204824;R-HSA-204863;R-HSA-204798;R-HSA-210974;R-HSA-204861"
R-HSA-983712,"Ion channel transport",10,210,0.019134396355353075,0.8708435232148655,0.8708435232148655,5,43,0.004045535798287704,9606,Homo sapiens,"P04049;Q9BX84;Q13555;Q13554;Q96BR1;Q13546;Q13557;P23415;P24046;Q9UQM7","P04049;Q9BX84;Q13555;Q13554;Q96BR1;Q13546;Q13557;P23415;P24046;Q9UQM7","R-HSA-427910;R-HSA-975389;R-HSA-2682349;R-HSA-975449;R-HSA-3295579"
R-HSA-373080,"Class B/2 (Secretin family receptors)",4,97,0.008838268792710706,0.8721539145249443,0.8721539145249443,3,20,0.0018816445573431179,9606,Homo sapiens,"Q02643;P24387;Q15465;Q99835","Q02643;P24387;Q15465;Q99835","R-HSA-445124;R-HSA-420243;R-HSA-8937613"
R-HSA-212165,"Epigenetic regulation of gene expression",5,117,0.010660592255125285,0.8734854788079913,0.8734854788079913,11,33,0.0031047135196161446,9606,Homo sapiens,"Q92769;Q13547;P50613;P49841;P26358","Q92769;Q13547;P50613;P49841;P26358","R-HSA-427366;R-HSA-5334160;R-HSA-5250947;R-HSA-5334151;R-HSA-427409;R-HSA-427404;R-HSA-5227490;R-HSA-212222;R-HSA-433672;R-HSA-427336;R-HSA-212269"
R-HSA-418594,"G alpha (i) signalling events",12,247,0.022505694760820046,0.8736610841093447,0.8736610841093447,3,10,9.408222786715589E-4,9606,Homo sapiens,"P41597;P61073;Q15391;P0DMS8;P51679;P25106;P25090;P21462;P08908;P47898;Q99527;Q9H244","P41597;P61073;Q15391;P0DMS8;P51679;P25106;P25090;P21462;P08908;P47898;Q99527;Q9H244","R-HSA-749454;R-HSA-749456;R-HSA-380073"
R-HSA-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",1,32,0.002915717539863326,0.8738474457242171,0.8738474457242171,6,9,8.46740050804403E-4,9606,Homo sapiens,"Q06609","Q06609","R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686410;R-HSA-5686440"
R-HSA-73728,"RNA Polymerase I Promoter Opening",1,32,0.002915717539863326,0.8738474457242171,0.8738474457242171,1,2,1.8816445573431178E-4,9606,Homo sapiens,"P27361","P27361","R-HSA-73722"
R-HSA-8866654,"E3 ubiquitin ligases ubiquitinate target proteins",2,56,0.00510250569476082,0.8766878131191538,0.8766878131191538,10,15,0.0014112334180073384,9606,Homo sapiens,"P61088;P78527","P61088;P78527","R-HSA-8939323;R-HSA-8943003;R-HSA-8938829;R-HSA-8938815;R-HSA-8943007;R-HSA-8943040;R-HSA-8943041;R-HSA-8938770;R-HSA-8938773;R-HSA-8939335"
R-HSA-2408522,"Selenoamino acid metabolism",5,118,0.010751708428246014,0.8779940583651488,0.8779940583651488,8,23,0.0021638912409445857,9606,Homo sapiens,"P00390;P39023;O95050;Q15046;Q16881","P00390-2;P39023;O95050;Q15046;Q16881","R-HSA-5263616;R-HSA-2408529;R-HSA-2408546;R-HSA-2408558;R-HSA-2408542;R-HSA-2408554;R-HSA-5333615;R-HSA-5263614"
R-HSA-6781827,"Transcription-Coupled Nucleotide Excision Repair (TC-NER)",3,78,0.007107061503416856,0.8794767217653652,0.8794767217653652,16,16,0.0015053156458744942,9606,Homo sapiens,"P49916;P18858;P50613","P49916;P18858;P50613","R-HSA-6782211;R-HSA-6781824;R-HSA-6782208;R-HSA-6781867;R-HSA-6781833;R-HSA-6782069;R-HSA-6782004;R-HSA-6782131;R-HSA-6782227;R-HSA-6782224;R-HSA-6781840;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138;R-HSA-6781818;R-HSA-6782234"
R-HSA-5693537,"Resolution of D-Loop Structures",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,7,10,9.408222786715589E-4,9606,Homo sapiens,"Q06609","Q06609","R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686410;R-HSA-5686440"
R-HSA-113418,"Formation of the Early Elongation Complex",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,1,3,2.822466836014677E-4,9606,Homo sapiens,"P50613","P50613","R-HSA-112383"
R-HSA-167158,"Formation of the HIV-1 Early Elongation Complex",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,1,5,4.7041113933577947E-4,9606,Homo sapiens,"P50613","P50613","R-HSA-167072"
R-HSA-5694530,"Cargo concentration in the ER",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,2,12,0.0011289867344058708,9606,Homo sapiens,"P15328","P15328","R-HSA-5694410;R-HSA-5694522"
R-HSA-418990,"Adherens junctions interactions",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,2,16,0.0015053156458744942,9606,Homo sapiens,"P33151","P33151","R-HSA-419002;R-HSA-419001"
R-HSA-4085001,"Sialic acid metabolism",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,1,15,0.0014112334180073384,9606,Homo sapiens,"P10619","P10619","R-HSA-4084999"
R-HSA-8963899,"Plasma lipoprotein remodeling",1,33,0.0030068337129840546,0.8817621013207055,0.8817621013207055,1,30,0.002822466836014677,9606,Homo sapiens,"P02768","P02768","R-HSA-264679"
R-HSA-381070,"IRE1alpha activates chaperones",2,57,0.005193621867881549,0.8828138129564478,0.8828138129564478,6,54,0.005080440304826418,9606,Homo sapiens,"P49840;O75460","P49840;O75460","R-HSA-381109;R-HSA-381217;R-HSA-1791054;R-HSA-425923;R-HSA-381091;R-HSA-381116"
R-HSA-917937,"Iron uptake and transport",2,58,0.005284738041002278,0.8886573281128165,0.8886573281128165,2,34,0.0031987957474833005,9606,Homo sapiens,"Q9UNQ0;Q96NT5","Q9UNQ0;Q96NT5","R-HSA-917870;R-HSA-917979"
R-HSA-5334118,"DNA methylation",1,34,0.0030979498861047837,0.8891808574402615,0.8891808574402615,2,7,6.585755950700913E-4,9606,Homo sapiens,"P26358","P26358","R-HSA-5334160;R-HSA-5334151"
R-HSA-420092,"Glucagon-type ligand receptors",1,34,0.0030979498861047837,0.8891808574402615,0.8891808574402615,1,8,7.526578229372471E-4,9606,Homo sapiens,"Q02643","Q02643","R-HSA-420243"
R-HSA-193648,"NRAGE signals death through JNK",2,59,0.005375854214123007,0.8942296653578425,0.8942296653578425,4,7,6.585755950700913E-4,9606,Homo sapiens,"O43521;P45983","O43521;P45983","R-HSA-193666;R-HSA-205075;R-HSA-205136;R-HSA-205132"
R-HSA-5693607,"Processing of DNA double-strand break ends",3,81,0.007380410022779043,0.8945017487246829,0.8945017487246829,6,17,0.0015993978737416502,9606,Homo sapiens,"P61088;P24941;O14757","P61088;P24941;O14757","R-HSA-5684887;R-HSA-5684071;R-HSA-5684052;R-HSA-5684882;R-HSA-5684096;R-HSA-5684081"
R-HSA-422356,"Regulation of insulin secretion",3,81,0.007380410022779043,0.8945017487246829,0.8945017487246829,6,37,0.003481042431084768,9606,Homo sapiens,"P17612;P17252;P22694","P17612;P17252;P22694","R-HSA-381713;R-HSA-265682;R-HSA-381644;R-HSA-400015;R-HSA-399978;R-HSA-381707"
R-HSA-167243,"Tat-mediated HIV elongation arrest and recovery",1,35,0.0031890660592255125,0.8961347439611437,0.8961347439611437,3,3,2.822466836014677E-4,9606,Homo sapiens,"P50750","P50750","R-HSA-167090;R-HSA-167459;R-HSA-167148"
R-HSA-167238,"Pausing and recovery of Tat-mediated HIV elongation",1,35,0.0031890660592255125,0.8961347439611437,0.8961347439611437,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P50750","P50750","R-HSA-167076;R-HSA-167150"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",2,60,0.005466970387243736,0.8995418246423222,0.8995418246423222,2,13,0.0012230689622730266,9606,Homo sapiens,"Q13547;O14746","Q13547;O14746","R-HSA-3299569;R-HSA-3322422"
R-HSA-167287,"HIV elongation arrest and recovery",1,36,0.0032801822323462416,0.902652851705303,0.902652851705303,3,3,2.822466836014677E-4,9606,Homo sapiens,"P50750","P50750","R-HSA-167284;R-HSA-167288;R-HSA-167481"
R-HSA-167290,"Pausing and recovery of HIV elongation",1,36,0.0032801822323462416,0.902652851705303,0.902652851705303,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P50750","P50750","R-HSA-167282;R-HSA-167292"
